LICENSEE NAME,DOING BUSINESS AS,LICENSE #,LICENSE TYPE,EXPIRES,STREET ADDRESS,CITY,STATE,ZIP
CHILDS STEVEN D CHILDS REBGLEN HAVEN GENERAL STORE,,03-27850-0000 Fermented Malt Beverage On/O,,,05/26/2021 7499 COUNTY ROAD 43,Glen Haven,CO,805329999
THE SHEILA TOM CORP,GLEN HAVEN INN,03-44870-0000 Hotel & Restaurant / Optional (c,,,05/01/2022 7468 COUNTY ROAD 43,Glen Haven,CO,80532
GLENEAGLE LIQUORS LLC,GLENEAGLE LIQUOR,40-63357-0000 Liquor Store (county),,,04/04/2022 13848 GLENEAGLE DR,Colorado Springs,CO,809213214
GLENMOOR COUNTRY CLUB,GLENMOOR COUNTRY CLUB,26-05854-0000 Hotel & Restaurant / Optional (c,,,11/20/2021 110 GLENMOOR DRIVE,Cherry Hills Village CO,,801107124
RJMS RESTAURANT GROUP LL GLENN BAR AND GRILLE THE,,42-24747-0000 Tavern (city),,,03/28/2021 11140 IRMA DR,Northglenn,CO,80233
GLENWOOD CANYON BREWINGGLENWOOD CANYON BREWING CO L07-42165-0000 Brew Pub (city),,,,,03/04/2022 402 7TH STREET,Glenwood Springs CO,,816023435
GLENWOOD CAVERNS HOLDIN GLENWOOD CAVERNS ADVENTURE 03-14333,,,Hotel & Restaurant (county),,02/09/2022 2392 TRANSFER TRAIL,Glenwood Springs CO,,81602
GLENWOOD HOT SPRINGSLOD GLENWOOD HOT SPRINGS LODGE &04-03744-0000 Hotel & Restaurant (city),,,,,12/31/2021 401 N RIVER ST,Glenwood Springs CO,,81601
GLENWOOD VAUDEVILLE REVUGLENWOOD VAUDEVILLE REVUE,,42-68812-0000 Hotel & Restaurant (city),,,05/26/2021 915 GRAND AVENUE,Glenwood Springs CO,,816013317
"WIN-IT-TOO, INC.",GLOBAL BEER NETWORK,03-07269,Importer (malt liquor),,12/05/2021 30 LOG BRIDGE ROAD BUILDING 300Middleton,,MA,1949
FRETA LLC,GLOBAL LIQUOR,03-13599,Liquor Store (city),,07/21/2021 9590 WEST COLFAX AVENUE,Lakewood,CO,80215
KEBEDE TADESSE,GLOBAL OCEAN AND AIRCARGO SER07-95648-0000 Importer (malt liquor),,,,08/19/2021 1304 SEWELL FARM DR,Hanover,MD,21076
GLOBAL SPIRITS USA LLC,GLOBAL SPIRITS USA LLC,03-08653,Importer (vinous & spirituous),,12/06/2021 77 WATER STREET SUITE 809,New York,NY,10005
RINO GLOBAL VENTURES LLC GLOBE HALL,,03-07714,Tavern (city),,03/14/2021 4483 NORTH LOGAN STREET,Denver,CO,80216
LEYAT INC,GLOBE LIQUORS,03-03560,Liquor Store (city),,12/16/2021 4915 WASHINGTON ST,Denver,CO,80216
FREIXENET SOMONA CAVES INGLORIA FERRER WINERY,,12-34391-0000 Winery Direct Shipper's Permit,,,04/28/2021 23555 ARNOLD DRIVE,Sonoma,CA,95476
LVE ENTERPRISES LLC,GLOSSHOUZ,03-05383,Tavern (city),,10/19/2021 8171 SOUTH CHESTER STREET SUITCentennial,,CO,80112
GMRI INC,GMRI INC,03-03060,Master File (Business),,ATTN: LICENSING PO BOX 695016 Orlando,,FL,328695016
BAUBIE WARDROBE-FOX,GNARLY FOX VINEYARDS,03-14111,Winery Direct Shipper's Permit,,12/01/2021 2085 EAST PELTIER ROAD,Acampo,CA,95220
ZHENG & COMPANY INC,GO FISH,35-17253-0000 Hotel & Restaurant (city),,,01/30/2022 1 BROADWAY UNIT B108,Denver,CO,802033900
GO FISH SUSHI INC,GO FISH SUSHI,03-04026,Hotel & Restaurant (city),,01/28/2022 2055 W 136TH AVE B-106,Broomfield,CO,80023
THE GOAT AND CLOVER TAVERGOAT AND CLOVER TAVERN,,03-08929,Hotel & Restaurant (city),,"12/03/2021 336 MAIN STREET SUITES 102,103,1Grand Junction",,CO,81501
GOAT KITCHEN & BAR INC THE GOAT KITCHEN & BAR THE,,03-03814,Hotel & Restaurant (city),,12/10/2021 995 COWEN DR #103 & #104,Carbondale,CO,81623
"GPB, INC",GOAT PATCH BREWING CO,03-07035,Manufacturer (brewery),,"10/20/2021 2727 NORTH CASCADE AVENUE, SUColorado Springs",,CO,80907
"GPB, INC,",GOAT PATCH BREWING CO,03-07036,Wholesale Beer (malt liquor),,"10/20/2021 2727 NORTH CASCADE AVENUE, SUColorado Springs",,CO,80907
GOAT INC THE,GOAT THE,07-57222-0000 Tavern (county),,,04/04/2022 22954 US HWY 6,Keystone,CO,804357826
"SAMUS ENTERPRISES, LLC",GODFATHER'S PIZZA,03-06434,Hotel & Restaurant (city),,05/23/2021 2350 EAST 120TH AVENUE,Thornton,CO,80233
SAMUS ENTERPRISES LLC,GODFATHER'S PIZZA STORE #06351 03-12380,,Hotel & Restaurant (city),,11/17/2021 227 NORTH MAIN STREET,Brighton,CO,80601
GOED ZUUR LLC,GOED ZUUR,03-07547,Hotel & Restaurant (city),,03/15/2021 2801 WELTON STREET,Denver,CO,80205
"C.R. BROWN TRANSPORT, INC. GOFER FOODS",,04-01446,Fermented Malt Beverage Off (,,02/01/2022 915 SOUTH GRAND MESA DRIVE,Cedaredge,CO,81413
FEY'S BUSINESSVENTURES INCGOFER FOODS OF MEEKER,,09-66972-0000 Fermented Malt Beverage Off (,,,08/24/2021 812 MARKET ST,MEEKER,CO,816413415
COLORADO CONVENIENCE STOGO-FER FOODS OF SILT,,04-65165-0000 Fermented Malt Beverage Off (,,,09/24/2021 902 MAIN ST,Silt,CO,81652
"GOGI WINES, INC.",GOGI WINES,03-07335,Winery Direct Shipper's Permit,,"11/29/2021 1251 WEST LAUREL AVENUE, UNITSLompoc",,CA,93436
LOBSANG & SON INC,GO-GO LIQUORS,03-10580,Liquor Store (city),,10/28/2021 1398 US HIGHWAY 287,Broomfield,CO,80020
GO JET AIRLINES LLC,GOJET AIRLINES LLC,03-05244,Public Transportation,,10/26/2021 8500 PENA BOULEVARD,Denver,CO,80249
CORE MOUNTAIN ENTERPRISE GOLD BAR,,03-03396,Tavern (city),,03/15/2021 1069 GREENE ST 1ST FLOOR,Silverton,CO,81433
CLARK AND HAGLUND LLC,GOLD BELT BAR & GRILL,42-70565-0002 Hotel & Restaurant (city),,,12/29/2021 800 MAIN ST,Ouray,CO,81427
DEAN AND COMPANY LLC,GOLD BUCKLE BREWERY,03-05936,Wholesale Beer (malt liquor),,03/03/2022 201 GRANT AVENUE,La Junta,CO,81050
DEAN AND COMPANY LLC,GOLD BUCKLE BREWERY & DURANG03-05935,,Manufacturer (brewery),,03/03/2022 201 GRANT AVENUE,La Junta,CO,81050
REMUS SPIRITS LLC,GOLD DIRT DISTILLERY,03-08998,Wholesale (vinous & spirituous),,10/17/2021 275 TOLLAND ROAD,Rollinsville,CO,80474
REMUS SPIRITS LLC,GOLD DIRT DISTILLERY,03-08999,Manufacturer (distillery & rectifie,,10/17/2021 275 TOLLAND ROAD,Rollinsville,CO,80474
VESSEL BREWING COMPANY L GOLD DUST SALOON,,03-09446,Hotel & Restaurant (city),,03/22/2022 217 SOUTH UNION AVENUE,Pueblo,CO,81003
GOLD HILL EXCHANGE LLC,GOLD HILL GENERAL STORE AND PU03-11360,,Tavern (county),,03/07/2022 531 MAIN STREET,Boulder,CO,80302
GOLD HILL INN INC,GOLD HILL INN,12-21507-0000 Tavern (county),,,05/26/2021 401 GOLD HILL,Boulder,CO,803029763
JORDAN COLORADO GOLD HILLGOLD HILL WINE & LIQUOR,,03-13105,Liquor Store (city),,04/06/2021 797 GOLD HILL PLACE S,Woodland Park,CO,80863
LOST ISLAND LLC,GOLD MINE MINI GOLF,03-13079,Lodging & Entertainment (City),,05/03/2021 3402 NORTH ACADEMY BLVD,Colorado Springs,CO,80917
YOON & KIM INC,GOLD NUGGET LIQUORS,42-12151-0000 Liquor Store (city),,,08/16/2021 4050 TEJON ST,Denver,CO,80211
3126 EVENTS LLC,GOLD POINT,03-04709,Hotel & Restaurant (city),,06/10/2021 3126 LARIMER ST,Denver,CO,80205
GOLDRIDGEPINOT.COM LLC,GOLD RIDGE PINOT,07-92919-0000 Winery Direct Shipper's Permit,,,12/17/2021 2500 N GRAVENSTEIN HWY,Sebastopol,CA,954726470
GOLDEN LODGE NO 2740 BENEGOLDEN LODGE NO 2740,,03-08049,Club License (county),,06/06/2021 16795 WEST 50TH AVENUE,Golden,CO,80403
"GOLDEN BLOCK BREWERY, LLCGOLDEN BLOCK BREWERY",,03-04590,Brew Pub (city),,05/19/2021 1227 GREENE STREET,Silverton,CO,81433
GOLDEN BOWL BROOMFIELD L GOLDEN BOWL,,03-14034,Hotel & Restaurant (city),,11/08/2021 6500 WEST 120TH AVENUE UNIT E Broomfield,,CO,80020
UNIVERSAL SYSTEMS INC,GOLDEN BURRO CAFE AND LOUNGE03-79984-0000 Hotel & Restaurant (city),,,,10/27/2021 710 HARRISON AVE,Leadville,CO,804613562
GOLDEN CITY BREWERY LLC GOLDEN CITY BREWERY,,05-44492-0000 Brew Pub (city),,,08/26/2021 920 1/2 12TH ST BLDG 3,Golden,CO,804011114
GC LITTLETON / ENGLEWOOD I GOLDEN CORRAL (2604),,03-13660,Hotel & Restaurant (city),,08/24/2021 3677 SOUTH SANTA FE DRIVE,Sheridan,CO,80110
CHRIS CHEW LLC,GOLDEN EAGLE GAS AND FOOD,42-72939-0000 Fermented Malt Beverage Off (,,,01/24/2022 17198 SOUTH GOLDEN ROAD,Golden,CO,80401
GOLDEN EUROPE RESTAURAN GOLDEN EUROPE RESTAURANT,,23-29414-0000 Hotel & Restaurant (city),,,06/22/2021 6620 WADSWORTH BLVD,Arvada,CO,80003
GOLDEN FLAME HOTWINGS INCGOLDEN FLAME HOT WINGS,,13-38884-0000 Hotel & Restaurant (city),,,04/23/2022 18757 EAST HAMPDEN AVENUE #15Aurora,,CO,80013
LOUMIRNA LLC,GOLDEN FLAME HOT WINGS,03-01532,Beer & Wine (city),,"06/23/2021 16524 KEYSTONE BLVD, # D-1",Parker,CO,80134
ROBINSON RESTAURANTS LLC GOLDEN FLAME HOT WINGS,,03-07213,Hotel & Restaurant (city),,11/08/2021 5865 STETSON HILLS BVLD STE 120 Colorado Springs,,CO,80923
STREET SMART MEDIA LLC,GOLDEN FLAME HOT WINGS,03-07980,Hotel & Restaurant (city),,05/29/2021 363 VILLAGE SQUARE LANE UNIT 14Castle Pines,,CO,80108
GOLDEN GATE PETROLEUM OFGOLDEN GATE GAS,,04-01193,Fermented Malt Beverage Off (,,06/09/2021 2395 G ROAD,Grand Junction,CO,81505
GOLDEN GATE PETROLEUM OFGOLDEN GATE GAS,,04-01394,Fermented Malt Beverage Off (,,09/27/2021 1426 OGDEN ROAD,Montrose,CO,81401
GOLDEN GATE PETROLEUM OFGOLDEN GATE GAS,,03-09777,Liquor Store (city),,05/23/2021 780 37 3/10 ROAD,Palisade,CO,81526
GOLDEN GATE PETROLEUM OFGOLDEN GATE GAS,,04-01299,Fermented Malt Beverage Off (,,01/15/2022 399 29TH ROAD,Grand Junction,CO,81501
GOLDEN GATE PETROLEUM OFGOLDEN GATE GAS,,04-01303,Fermented Malt Beverage Off (,,01/13/2022 520 RIVER FRONTAGE ROAD,Silt,CO,81652
PREMIER ENTERTAINMENT BLAGOLDEN GATES,,03-00634,Retail Gaming Tavern (city),,02/04/2022 261 MAIN STREET,Black Hawk,CO,80422
"GOLDEN GLOBAL GOODS, INC. GOLDEN GLOBAL GOODS, INC.",,03-09886,Manufacturer (distillery & rectifie,,07/02/2021 4420 GLENCOE STREET,Denver,CO,80216
PREMIER ENTERTAINMENT BLAGOLDEN GULCH,,03-00630,Retail Gaming Tavern (city),,01/09/2022 321 MAIN STREET,Black Hawk,CO,80422
"GOLDEN HOPPORTUNITY, LLC GOLDEN HOPPORTUNITY",,03-08070,Liquor Store (county),,07/17/2021 7979 - 7980 SOUTH DEPEW STREET Littleton,,CO,80128
COLORADO SLEIGH COMPANY GOLDEN HORSESHOE TOURS,,03-12478,Hotel & Restaurant (county),,01/06/2022 6061 TIGER ROAD,Breckenridge,CO,80424
GOLDEN HOTEL MANAGEMENTGOLDEN HOTEL RESTAURANT,,41-75672-0000 Hotel & Restaurant (city),,,09/13/2021 800 11TH ST,GOLDEN,CO,804010704
BOOM BYE YEAH LLC,GOLDEN LIQUOR,03-10994,Liquor Store (city),,02/10/2022 601 13TH STREET,Golden,CO,80401
PREMIER ENTERTAINMENT BLAGOLDEN MARDI GRAS,,03-00632,Retail Gaming Tavern (city),,01/09/2022 300 MAIN STREET,Black Hawk,CO,80422
MAISON DE LA VIE LTD,GOLDEN MOON DISTILLERY,03-05486,Wholesale (vinous & spirituous),,01/14/2022 412 VIOLET STREET,Golden,CO,80401
MAISON DE LA VIE LTD,GOLDEN MOON DISTILLERY,03-00265,Manufacturer (distillery & rectifie,,10/17/2021 412 VIOLET STREET,Golden,CO,80401
VAIL FOODS SERVICES INC,GOLDEN PEAK GRILL,04-49011-0008 Hotel & Restaurant / Optional (c,,,11/05/2021 TRACT F BLK 3,Vail,CO,81657
GOLDEN PINE CHINESE FOOD IGOLDEN PINE CHINESE FOOD,,03-13013,Hotel & Restaurant / Optional (c,,02/24/2022 67348 US HIGHWAY 285 UNIT A,Pine,CO,80470
PAK LEE INC,GOLDEN PLATE II CHINESE RESTAUR23-43961-0000 Hotel & Restaurant (city),,,,09/20/2021 9880 W GIRTON DRIVE,Lakewood,CO,80227
V F W,GOLDEN POST 4171,11-42122-0001 Club License (county),,,12/31/2021 15625 W 10TH AVE,Golden,CO,804013907
LE TUYEN V,GOLDEN SAIGON RESTAURANT,24-85020-0000 Beer & Wine (city),,,11/03/2021 2648 S PARKER RD UNIT 2 & 3,Aurora,CO,800141685
PW618 INCORPORATED,GOLDEN SHANGHAI RESTAURANT,40-75301-0000 Hotel & Restaurant (county),,,05/26/2021 1412 S PARKER #A-132-134,Denver,CO,802312753
BAJWA BROTHERS LLC,GOLDEN SINCLAIR,42-84752-0000 Fermented Malt Beverage Off (,,,01/20/2022 15495 W COLFAX,Golden,CO,804013933
"DEVOTO-WADE, LLC",GOLDEN STATE CIDER,03-10244,Winery Direct Shipper's Permit,,07/10/2021 1451 Grove Street,Healdsburg,CA,95448
GSWC INC,GOLDEN STATE WINE CO,12-74980-0000 Importer (vinous & spirituous),,,01/15/2022 16311 STAGG ST STE 200,Van Nuys,CA,914061711
GOLD CAR CORPORATION,GOLDEN TAIPEI RESTAURANT,12-13537-0000 Hotel & Restaurant (county),,,11/08/2021 6772 W COAL MINE AVE,Littleton,CO,80123
DAIHAN LLC,GOLDEN TOWN LIQUOR,03-00020,Liquor Store (city),,"08/19/2021 17121 S. GOLDEN ROAD, UNIT 115 Golden",,CO,80401
GOLDEN TRIANGLE WINE & SPI GOLDEN TRIANGLE WINE & SPIRITS 41-72633-0000 Liquor Store (city),,,,,06/13/2021 1135 BROADWAY,Denver,CO,802032123
"GOLDEN VALLEY WINERY, LLC GOLDEN VALLEY WINERY",,03-00599,Limited Winery,,12/10/2021 5131 FRANKLIN ST,Denver,CO,80216
GSD LIQUORS INC,GOLDEN VILLAGE LIQUORS,03-07235,Liquor Store (city),,11/28/2021 17730 SOUTH GOLDEN ROAD,Golden,CO,80401
"LE BLANC, LLC",GOLDEN WINE,03-04355,Liquor Store (city),,"04/08/2022 601 16TH STREET, UNIT E",Golden,CO,80401
KEN'T GO WONG INC,GOLDEN WOK ASIAN RESTAURANT 40-58617-0000 Hotel,,& Restaurant (city),,06/20/2021 15282 E HAMPDEN AVE,Aurora,CO,800143908
GOLDSCHMIDT VINEYARDS LLCGOLDSCHMIDT VINEYARDS,,03-12662,Winery Direct Shipper's Permit,,11/18/2021 19170 GEYSERVILLE AVENUE,Geyserville,CA,95441
GOLDSCHMIDT VINEYARDS LLCGOLDSCHMIDT VINEYARDS/FIVE GO 03-00941,,,Importer (vinous & spirituous),,02/01/2022 631 HEALDSBURG AVENUE,Healdsburg,CA,95448
M S Y INC,GOLDSMITH DISCOUNT LIQUOR,24-74357-0000 Liquor Store (city),,,03/29/2022 8000 E QUINCY AVE SUITES 2100 & 2Denver,,CO,80237
M S Y INC,GOLDSMITH DISCOUNT LIQUOR,24-74357-0000 Delivery Permit,,,8000 E QUINCY AVE SUITES 2100 & 2Denver,,CO,80237
GOLDSPOT ACQUISITIONS LLC GOLDSPOT BREWING COMPANY,,03-11002,Manufacturer (brewery),,12/25/2021 4970 LOWELL BOULEVARD,Denver,CO,80221
GOLDSPOT ACQUISITIONS LLC GOLDSPOT BREWING COMPANY,,03-11001,Wholesale Beer (malt liquor),,12/25/2021 4970 LOWELL BOULEVARD,Denver,CO,80221
SOUTHWEST GREENS OF COLOGOLF CLUB AT BEAR DANCE,,26-30210-0000 Hotel & Restaurant / Optional (c,,,07/09/2021 6630 BEAR DANCE DRIVE,Larkspur,CO,801188765
HIDDEN LAKES GOLF & TROUT GOLF CLUB AT FOX ACRES THE,,03-03324,Hotel & Restaurant / Optional (c,,11/16/2021 3350 FOX ACRES DRIVE EAST,Red Feather Lakes CO,,80545
R&E ENTERPRISE LLC,GONDOLA PIZZA,25-56628-0000 Hotel & Restaurant (city),,,11/01/2021 240 CHAPEL PLACE #113,Avon,CO,81620
GRUBSTAKE RESTAURANT INCGONDOLA PUB & GRILL THE,,08-84219-0000 Hotel & Restaurant (city),,,02/10/2022 2305 MT WERNER CIRCLE,Steamboat Springs CO,,804879023
LIT HOLDINGS CO,GONDOLIER ITALIAN EATERY,03-01947,Hotel & Restaurant (city),,09/18/2021 4800 BASELINE RD SUITE A-104,Boulder,CO,80303
LIT HOLDINGS LONGMONT LLC GONDOLIER ITALIAN EATERY,,03-08741,Hotel & Restaurant (city),,01/03/2022 1217 MAIN STREET,Longmont,CO,80501
US OPERATIONS INC,GONZALES WINERY,03-10001,Winery Direct Shipper's Permit,,05/17/2022 800 SOUTH ALTA STREET,Gonzales,CA,93926
GOOD 2 GO STORES LLC,GOOD 2 GO,04-00534,Fermented Malt Beverage Off (,,08/14/2021 717 SOUTH BROADWAY,Cortez,CO,81321
GOOD 2 GO STORES LLC,GOOD 2 GO,04-00535,Fermented Malt Beverage Off (,,08/14/2021 302 WEST MAIN,Cortez,CO,81321
INTERMILL ENTERPRISES LLC GOOD COMPANY RESTAURANT & BA03-11129,,,Hotel & Restaurant (city),,03/03/2022 7625-7633 NORTH UNION BOULEVARColorado Springs,,CO,80920
"GOOD EATS GRILL, LLC",GOOD EATS GRILL,03-06775,Hotel & Restaurant (city),,08/01/2021 1114 FRANCIS STREET,Longmont,CO,80501
GOOD KARMA LLC,GOOD KARMA CAFE,03-05452,Hotel & Restaurant (city),,11/12/2021 110 CANON AVENUE UNIT A,Manitou Springs,CO,80829
GOOD LIQUOR MARKET INC,GOOD LIQUOR MARKET,42-14492-0000 Liquor Store (city),,,12/21/2021 98 WADSWORTH BLVD #101,Lakewood,CO,802261550
GOOD NEIGHBORS MEETING H GOOD NEIGHBORS MEETING HOUSE03-08429,,,Hotel & Restaurant (city),,08/17/2021 505 EAST COLUMBIA STREET SUITEColorado Springs,,CO,80907
DEMPSEY VENTURES INC,GOOD SPIRITS,03-13441,Liquor Store (county),,06/30/2021 9553 SOUTH UNIVERSITY BLVD,Highlands Ranch,CO,80126
GOOD TIME IMPORTERS LLC,GOOD TIME IMPORTERS,03-08552,Importer (vinous & spirituous),,10/17/2021 822 CALGARY WAY,Golden,CO,80401
M & J RESTAURANTS LLC,GOODFELLA'S RESTAURANT & BAKE03-03241,,Beer & Wine (city),,07/30/2021 623 KEN PRATT BLVD,Longmont,CO,80501
ALPINE LAKE LLC,GOODYS,03-13859,Tavern (city),,10/01/2021 125 PARRY PEAK WAY SUITE 100,Winter Park,CO,80482
KRIO INC,GOODY'S EATERY,03-06026,Hotel & Restaurant (city),,03/03/2022 3010 WEST 72ND AVENUE,Westminster,CO,80030
"GOOSE RIDGE, LLC",GOOSE RIDGE VINEYARDS,03-00774,Winery Direct Shipper's Permit,,12/09/2021 63615 E JACOBS RD,Benton City,WA,99320
NCCB INC,GOOSETOWN STATION,03-11820,Tavern (city),,07/25/2021 514 9TH STREET,Golden,CO,80401
INDUSTRIA SV LLC,GOOSETOWN TAVERN,03-03412,Hotel & Restaurant (city),,11/02/2021 3242 E COLFAX AVE,Denver,CO,80206
PARAGON BUSINESS INVESTMGOPHER FOOD & FUEL,,04-01203,Fermented Malt Beverage Off (,,05/29/2021 2410 FAIRWAY DRIVE,Cortez,CO,81321
SALZA LLC,GOPHER LIQUORS,03-12220,Liquor Store (city),,08/27/2021 5929 SOUTH UNIVERSITY BOULEVA Greenwood Village CO,,,80121
"GB LICENSE COLORADO, LLC GOPUFF",,03-12762,Liquor Store (city),,08/11/2021 635 BRYANT STREET,Denver,CO,80204
GORDON BIERSCH BREWING CGORDON BIERSCH BREWING COMPA03-13498,,,Nonresident Manufacturer (malt,,07/15/2021 357 EAST TAYLOR STREET,San Jose,CA,95112
GORDON BIERSCH GROUP LLCGORDON BIERSCH RESTAURANT & B03-13924,,,Brew Pub (city),,12/16/2021 1 WEST FLATIRON CROSSING DRIV Broomfield,,CO,80021
GORDON BROTHERS CELLARS GORDON BROTHERS CELLARS INC 25-54523-0001,,,Importer (vinous & spirituous),,01/31/2022 671 LEVEY RD,Pasco,WA,993019711
NIRBHAO INC,GORDONS DISCOUNT LIQUOR MART03-12381,,Delivery Permit,,2521 11TH AVENUE,Greeley,CO,80631
NIRBHAO INC,GORDONS DISCOUNT LIQUOR MART03-12381,,Liquor Store (city),,11/18/2021 2521 11TH AVENUE,Greeley,CO,80631
LET THE FRENCH BEGIN LLC,GORE RANGE BREWERY,42-94084-0000 Brew Pub (county),,,10/25/2021 0105 EDWARDS VILLAGE BLVD UNITEdwards,,CO,816329914
"GORE RANGE SPORTS, LLC",GORE RANGE SPORTS,03-13718,Beer & Wine (city),,09/08/2021 358 BLUE RIVER PARKWAY UNIT F Silverthorne,,CO,80498
GORSUCH AT ASPEN NON LLC GORSUCH LTD,,03-08920,Tavern (city),,11/26/2021 555 EAST DURANT AVENUE SPACESAspen,,CO,81611
GORSUCH LTD,GORSUCH LTD.,03-12446,Tavern (city),,10/16/2021 301 BRIDGE STREET,Vail,CO,81657
ARAMARK ENTERTAINMENT LL GOTHIC THEATRE,,03-12143,Tavern (city),,12/15/2021 3263 SOUTH BROADWAY,Englewood,CO,80113
GOURMET CHINA INC,GOURMET CHINA INC,26-35562-0000 Hotel & Restaurant (city),,,03/08/2021 212 E CHAMBERS AVE,Eagle,CO,816319917
GOLDEN ASPEN LEAF INC,GOURMET COWBOY BAR,03-06064,Hotel & Restaurant (city),,03/02/2022 455 MAIN STREET,Minturn,CO,81645
ROOTS DOWN LLC,GOURMET GRUB,03-08482,Hotel & Restaurant (city),,08/28/2021 2118 35TH AVENUE,Greeley,CO,80634
GOVERNESS LLC,GOVERNESS LLC,03-11299,Hotel & Restaurant (city),,06/09/2021 410 EAST 7TH AVENUE,Denver,CO,80203
"GOZA TEQUILA, LLC",GOZA TEQUILA,03-11541,Importer (vinous & spirituous),,05/05/2021 5385 HIGH POINT MANOR,Atlanta,GA,30342
GQ BBQ PM LLC,GQUE BBQ,03-10686,Hotel & Restaurant (city),,10/29/2021 8433 PARK MEADOWS CENTER DRIVLone Tree,,CO,80124
GQUE BBQ CORP SHERIDAN CRGQUE BBQ,,03-05222,Hotel & Restaurant (city),,"08/26/2021 5160 WEST 120TH AVENUE, UNIT K Westminster",,CO,80020
BINAYAK LLC,GRAB & GO,04-01172,Fermented Malt Beverage Off (,,05/13/2021 300 HARRISON AVE,Leadville,CO,80461
COLORADO PIZZA PROJECT LL GRABOWSKI'S PIZZERIA,,03-12334,Hotel & Restaurant (city),,"03/02/2021 3350 BRIGHTON BOULEVARD, UNIT Denver",,CO,80216
GRAHAMS GRILL 3 LLC,GRAHAMS GRILL,03-10419,Hotel & Restaurant (city),,09/09/2021 2149 JERRY MURPHY,Pueblo,CO,81005
GRAHAMS GRILL II LLC,GRAHAMS GRILL,03-07343,Hotel & Restaurant (city),,12/14/2021 1749 SOUTH PUEBLO BOULEVARD Pueblo,,CO,81005
GREG & PAM HARRINGTON WINGRAMERCY CELLARS,,03-13277,Winery Direct Shipper's Permit,,04/23/2022 635 NORTH 13TH AVENUE,Walla Walla,WA,99362
"GRAMMY'S GOODIES, LLC",GRAMMY'S GOODIES,03-07234,Hotel & Restaurant (city),,12/07/2021 4601 HARLAN STREET,Wheat Ridge,CO,80033
JACKSON FAMILY WINES INC,GRAN MORAINE WINERY,03-03176,Winery Direct Shipper's Permit,,05/21/2021 17090 NE WOODLAND LOOP ROAD Yamhill,,OR,97148
GRANBY CO LLC,GRANBY GARAGE ROADHOUSE,03-10553,Hotel & Restaurant (city),,11/26/2021 491 EAST AGATE AVENUE,Granby,CO,80446
BGL LLC,GRANBY MARKETPLACE LIQUOR,03-02688,Liquor Store (city),,03/12/2022 1131 THOMPSON RD # 102,Granby,CO,80446
GP GRANBY AMENITIES HOLDINGRANBY RANCH,,03-14156,Hotel & Restaurant / Optional (c,,02/16/2022 1000 VILLAGE ROAD,Granby,CO,80446
GRAND ADVENTURE LLC,GRAND ADVENTURE BREWING CO 03-12573,,Manufacturer (brewery),,12/17/2021 207 CENTRAL AVENUE,Kremmling,CO,80459
GRAND INC,GRAND AVENUE GRILL,26-42709-0000 Hotel & Restaurant (city),,,11/12/2021 678 GRAND AVE,Eagle,CO,81631
GRAND AVENUE LIQUORS INC GRAND AVENUE LIQUORS,,02-72296-0000 Liquor Store (city),,,07/12/2021 1512 GRAND AVENUE #108,Glenwood Springs CO,,816013855
"PEAK RESORT MANAGEMENT, GRAND COLORADO ON PEAK 8",,03-10390,Tavern (city),,09/20/2021 1627 SKI HILL ROAD,Breckenridge,CO,80424
HYATT CORP,GRAND HYATT DENVER,09-65358-0000 Hotel & Restaurant (city),,,02/21/2022 1750 WELTON ST,Denver,CO,80202
VAIL HOTEL PARTNERS LLC,GRAND HYATT VAIL,03-05845,Hotel & Restaurant (city),,03/21/2022 1300 WESTHAVEN DRIVE,Vail,CO,816573859
GRAND INTERNATIONAL BUFFEGRAND INTERNATIONAL BUFFET,,42-56220-0000 Beer & Wine (city),,,09/16/2021 2504 HWY 6 &50 #500,Grand Junction,CO,81505
B P O E LODGE,GRAND JUNCTION LODGE NO 575,04-01746-0001 Club License (city),,,12/31/2021 249 SOUTH 4TH STREET,Grand Junction,CO,815012503
GRAND LAKE METRO REC DISTGRAND LAKE GOLF COURSE,,04-19015-0000 Hotel & Restaurant / Optional (c,,,08/02/2021 1415 CO RD 48,Grand Lake,CO,804479145
"LIMA ONE SPIRITS, LLC",GRAND LAKE WINE AND SPIRITS,03-06367,Liquor Store (city),,05/05/2022 908 GRAND AVENUE,Grand Lake,CO,80447
"LIMA ONE SPIRITS, LLC",GRAND LAKE WINE AND SPIRITS,03-06367,Delivery Permit,,908 GRAND AVENUE,Grand Lake,CO,80447
GRAND MESA ART CENTER INCGRAND MESA ARTS & EVENTS CENT03-11500,,,Arts License (city),,03/28/2022 195 WEST MAIN STREET,Cedaredge,CO,81413
"GRAND MESA LODGE, INC.",GRAND MESA LODGE,03-09653,Lodging & Entertainment (Coun,,04/02/2021 25861 HIGHWAY 65,Cedaredge,CO,81413
GRAND OLD WEST LLC,GRAND OLD WEST,03-07732,Hotel & Restaurant (city),,04/05/2021 106 PARK AVENUE,Kremmling,CO,80459
PIZZA DEL LAGO INC,GRAND PIZZA,42-57378-0000 Beer & Wine (city),,,08/04/2021 1131 GRAND AVE,Grand Lake,CO,80447
GRAND PRIX INC,GRAND PRIX ROOM,04-32220-0000 Tavern (city),,,10/25/2021 386 E HANSON RANCH RD,Vail,CO,816573609
